num,KOHEZIJSKA / STATISTIČNA REGIJA,SPOL,LETO,MERITVE
180350,Zahodna Slovenija,Ženske,2011,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
179423,Zahodna Slovenija,Ženske,2012,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
177055,Zahodna Slovenija,Ženske,2013,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
177814,Zahodna Slovenija,Ženske,2014,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
178282,Zahodna Slovenija,Ženske,2015,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
183492,Zahodna Slovenija,Ženske,2016,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
189464,Zahodna Slovenija,Ženske,2017,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
195265,Zahodna Slovenija,Ženske,2018,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
199286,Zahodna Slovenija,Ženske,2019,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
198162,Zahodna Slovenija,Ženske,2020,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
212311,Osrednjeslovenska,Spol - SKUPAJ,2005,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
215370,Osrednjeslovenska,Spol - SKUPAJ,2006,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
222510,Osrednjeslovenska,Spol - SKUPAJ,2007,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
229342,Osrednjeslovenska,Spol - SKUPAJ,2008,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
228095,Osrednjeslovenska,Spol - SKUPAJ,2009,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
224742,Osrednjeslovenska,Spol - SKUPAJ,2010,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
221471,Osrednjeslovenska,Spol - SKUPAJ,2011,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
218775,Osrednjeslovenska,Spol - SKUPAJ,2012,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
214996,Osrednjeslovenska,Spol - SKUPAJ,2013,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
217145,Osrednjeslovenska,Spol - SKUPAJ,2014,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
214873,Osrednjeslovenska,Spol - SKUPAJ,2015,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
220847,Osrednjeslovenska,Spol - SKUPAJ,2016,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
229350,Osrednjeslovenska,Spol - SKUPAJ,2017,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
237923,Osrednjeslovenska,Spol - SKUPAJ,2018,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
245555,Osrednjeslovenska,Spol - SKUPAJ,2019,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
244217,Osrednjeslovenska,Spol - SKUPAJ,2020,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Osrednjeslovenska,Moški,2005,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Osrednjeslovenska,Moški,2006,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Osrednjeslovenska,Moški,2007,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Osrednjeslovenska,Moški,2008,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Osrednjeslovenska,Moški,2009,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
122181,Osrednjeslovenska,Moški,2010,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
119036,Osrednjeslovenska,Moški,2011,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
116790,Osrednjeslovenska,Moški,2012,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
114170,Osrednjeslovenska,Moški,2013,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
115597,Osrednjeslovenska,Moški,2014,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
114181,Osrednjeslovenska,Moški,2015,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
117068,Osrednjeslovenska,Moški,2016,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
122240,Osrednjeslovenska,Moški,2017,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
127352,Osrednjeslovenska,Moški,2018,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
132224,Osrednjeslovenska,Moški,2019,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
131651,Osrednjeslovenska,Moški,2020,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Osrednjeslovenska,Ženske,2005,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Osrednjeslovenska,Ženske,2006,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Osrednjeslovenska,Ženske,2007,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Osrednjeslovenska,Ženske,2008,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Osrednjeslovenska,Ženske,2009,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
102561,Osrednjeslovenska,Ženske,2010,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
102436,Osrednjeslovenska,Ženske,2011,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
101985,Osrednjeslovenska,Ženske,2012,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
100826,Osrednjeslovenska,Ženske,2013,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
101548,Osrednjeslovenska,Ženske,2014,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
100693,Osrednjeslovenska,Ženske,2015,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
103780,Osrednjeslovenska,Ženske,2016,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
107110,Osrednjeslovenska,Ženske,2017,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
110572,Osrednjeslovenska,Ženske,2018,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
113331,Osrednjeslovenska,Ženske,2019,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
112566,Osrednjeslovenska,Ženske,2020,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
81390,Gorenjska,Spol - SKUPAJ,2005,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
82392,Gorenjska,Spol - SKUPAJ,2006,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
84716,Gorenjska,Spol - SKUPAJ,2007,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
86674,Gorenjska,Spol - SKUPAJ,2008,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
84678,Gorenjska,Spol - SKUPAJ,2009,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
83175,Gorenjska,Spol - SKUPAJ,2010,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
82197,Gorenjska,Spol - SKUPAJ,2011,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
81567,Gorenjska,Spol - SKUPAJ,2012,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
80277,Gorenjska,Spol - SKUPAJ,2013,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
81155,Gorenjska,Spol - SKUPAJ,2014,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
82235,Gorenjska,Spol - SKUPAJ,2015,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
83789,Gorenjska,Spol - SKUPAJ,2016,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
86539,Gorenjska,Spol - SKUPAJ,2017,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
89133,Gorenjska,Spol - SKUPAJ,2018,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
91059,Gorenjska,Spol - SKUPAJ,2019,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
90804,Gorenjska,Spol - SKUPAJ,2020,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Gorenjska,Moški,2005,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Gorenjska,Moški,2006,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Gorenjska,Moški,2007,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Gorenjska,Moški,2008,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Gorenjska,Moški,2009,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
46020,Gorenjska,Moški,2010,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
45253,Gorenjska,Moški,2011,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
44678,Gorenjska,Moški,2012,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
43752,Gorenjska,Moški,2013,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
44427,Gorenjska,Moški,2014,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
44821,Gorenjska,Moški,2015,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
45330,Gorenjska,Moški,2016,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
46849,Gorenjska,Moški,2017,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
48403,Gorenjska,Moški,2018,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
49717,Gorenjska,Moški,2019,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
49664,Gorenjska,Moški,2020,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Gorenjska,Ženske,2005,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Gorenjska,Ženske,2006,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Gorenjska,Ženske,2007,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Gorenjska,Ženske,2008,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Gorenjska,Ženske,2009,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
37155,Gorenjska,Ženske,2010,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
36944,Gorenjska,Ženske,2011,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
36890,Gorenjska,Ženske,2012,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
36526,Gorenjska,Ženske,2013,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
36728,Gorenjska,Ženske,2014,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
37414,Gorenjska,Ženske,2015,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
38459,Gorenjska,Ženske,2016,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
39690,Gorenjska,Ženske,2017,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
40730,Gorenjska,Ženske,2018,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
41342,Gorenjska,Ženske,2019,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
41140,Gorenjska,Ženske,2020,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
48838,Goriška,Spol - SKUPAJ,2005,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
49379,Goriška,Spol - SKUPAJ,2006,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
50828,Goriška,Spol - SKUPAJ,2007,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
52185,Goriška,Spol - SKUPAJ,2008,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
50214,Goriška,Spol - SKUPAJ,2009,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
48377,Goriška,Spol - SKUPAJ,2010,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
47305,Goriška,Spol - SKUPAJ,2011,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
46345,Goriška,Spol - SKUPAJ,2012,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
45083,Goriška,Spol - SKUPAJ,2013,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
45173,Goriška,Spol - SKUPAJ,2014,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
45571,Goriška,Spol - SKUPAJ,2015,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
46335,Goriška,Spol - SKUPAJ,2016,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
47839,Goriška,Spol - SKUPAJ,2017,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
49283,Goriška,Spol - SKUPAJ,2018,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
50122,Goriška,Spol - SKUPAJ,2019,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
50161,Goriška,Spol - SKUPAJ,2020,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Goriška,Moški,2005,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Goriška,Moški,2006,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Goriška,Moški,2007,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Goriška,Moški,2008,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Goriška,Moški,2009,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
27319,Goriška,Moški,2010,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
26453,Goriška,Moški,2011,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
25686,Goriška,Moški,2012,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
24883,Goriška,Moški,2013,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
25127,Goriška,Moški,2014,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
25253,Goriška,Moški,2015,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
25504,Goriška,Moški,2016,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
26365,Goriška,Moški,2017,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
27242,Goriška,Moški,2018,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
27855,Goriška,Moški,2019,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
27856,Goriška,Moški,2020,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Goriška,Ženske,2005,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Goriška,Ženske,2006,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Goriška,Ženske,2007,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Goriška,Ženske,2008,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Goriška,Ženske,2009,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
21058,Goriška,Ženske,2010,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
20853,Goriška,Ženske,2011,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
20659,Goriška,Ženske,2012,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
20200,Goriška,Ženske,2013,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
20047,Goriška,Ženske,2014,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
20319,Goriška,Ženske,2015,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
20831,Goriška,Ženske,2016,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
21474,Goriška,Ženske,2017,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
22042,Goriška,Ženske,2018,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
22267,Goriška,Ženske,2019,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
22305,Goriška,Ženske,2020,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
44011,Obalno-kraška,Spol - SKUPAJ,2005,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
44946,Obalno-kraška,Spol - SKUPAJ,2006,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
46437,Obalno-kraška,Spol - SKUPAJ,2007,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
48107,Obalno-kraška,Spol - SKUPAJ,2008,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
47909,Obalno-kraška,Spol - SKUPAJ,2009,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
47215,Obalno-kraška,Spol - SKUPAJ,2010,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
46051,Obalno-kraška,Spol - SKUPAJ,2011,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
45150,Obalno-kraška,Spol - SKUPAJ,2012,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
43694,Obalno-kraška,Spol - SKUPAJ,2013,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
43886,Obalno-kraška,Spol - SKUPAJ,2014,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
44489,Obalno-kraška,Spol - SKUPAJ,2015,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
45523,Obalno-kraška,Spol - SKUPAJ,2016,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
47183,Obalno-kraška,Spol - SKUPAJ,2017,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
48754,Obalno-kraška,Spol - SKUPAJ,2018,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
49898,Obalno-kraška,Spol - SKUPAJ,2019,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
49150,Obalno-kraška,Spol - SKUPAJ,2020,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Obalno-kraška,Moški,2005,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Obalno-kraška,Moški,2006,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Obalno-kraška,Moški,2007,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Obalno-kraška,Moški,2008,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Obalno-kraška,Moški,2009,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
26894,Obalno-kraška,Moški,2010,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
25933,Obalno-kraška,Moški,2011,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
25261,Obalno-kraška,Moški,2012,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
24190,Obalno-kraška,Moški,2013,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
24394,Obalno-kraška,Moški,2014,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
24632,Obalno-kraška,Moški,2015,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
25101,Obalno-kraška,Moški,2016,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
25993,Obalno-kraška,Moški,2017,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
26831,Obalno-kraška,Moški,2018,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
27553,Obalno-kraška,Moški,2019,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
26999,Obalno-kraška,Moški,2020,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Obalno-kraška,Ženske,2005,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Obalno-kraška,Ženske,2006,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Obalno-kraška,Ženske,2007,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Obalno-kraška,Ženske,2008,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Obalno-kraška,Ženske,2009,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
20321,Obalno-kraška,Ženske,2010,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
20118,Obalno-kraška,Ženske,2011,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
19889,Obalno-kraška,Ženske,2012,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
19504,Obalno-kraška,Ženske,2013,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
19492,Obalno-kraška,Ženske,2014,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
19857,Obalno-kraška,Ženske,2015,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
20422,Obalno-kraška,Ženske,2016,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
21191,Obalno-kraška,Ženske,2017,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
21923,Obalno-kraška,Ženske,2018,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
22346,Obalno-kraška,Ženske,2019,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
22151,Obalno-kraška,Ženske,2020,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
