num,KOHEZIJSKA / STATISTIČNA REGIJA,SPOL,LETO,MERITVE
60520,Savinjska,Moški,2010,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
59545,Savinjska,Moški,2011,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
58681,Savinjska,Moški,2012,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
57468,Savinjska,Moški,2013,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
58038,Savinjska,Moški,2014,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
56534,Savinjska,Moški,2015,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
56918,Savinjska,Moški,2016,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
59334,Savinjska,Moški,2017,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
61200,Savinjska,Moški,2018,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
63258,Savinjska,Moški,2019,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
62684,Savinjska,Moški,2020,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Savinjska,Ženske,2005,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Savinjska,Ženske,2006,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Savinjska,Ženske,2007,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Savinjska,Ženske,2008,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Savinjska,Ženske,2009,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
46157,Savinjska,Ženske,2010,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
46201,Savinjska,Ženske,2011,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
45747,Savinjska,Ženske,2012,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
45086,Savinjska,Ženske,2013,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
44556,Savinjska,Ženske,2014,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
43948,Savinjska,Ženske,2015,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
45002,Savinjska,Ženske,2016,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
46579,Savinjska,Ženske,2017,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
48198,Savinjska,Ženske,2018,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
49044,Savinjska,Ženske,2019,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
48943,Savinjska,Ženske,2020,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
17574,Zasavska,Spol - SKUPAJ,2005,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
17798,Zasavska,Spol - SKUPAJ,2006,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
18322,Zasavska,Spol - SKUPAJ,2007,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
18746,Zasavska,Spol - SKUPAJ,2008,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
17950,Zasavska,Spol - SKUPAJ,2009,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
17307,Zasavska,Spol - SKUPAJ,2010,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
16825,Zasavska,Spol - SKUPAJ,2011,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
16443,Zasavska,Spol - SKUPAJ,2012,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
15974,Zasavska,Spol - SKUPAJ,2013,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
15679,Zasavska,Spol - SKUPAJ,2014,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
22013,Zasavska,Spol - SKUPAJ,2015,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
22246,Zasavska,Spol - SKUPAJ,2016,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
23038,Zasavska,Spol - SKUPAJ,2017,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
23774,Zasavska,Spol - SKUPAJ,2018,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
24154,Zasavska,Spol - SKUPAJ,2019,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
23861,Zasavska,Spol - SKUPAJ,2020,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Zasavska,Moški,2005,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Zasavska,Moški,2006,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Zasavska,Moški,2007,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Zasavska,Moški,2008,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Zasavska,Moški,2009,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
9438,Zasavska,Moški,2010,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
9026,Zasavska,Moški,2011,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
8796,Zasavska,Moški,2012,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
8479,Zasavska,Moški,2013,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
8328,Zasavska,Moški,2014,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
11793,Zasavska,Moški,2015,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
11845,Zasavska,Moški,2016,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
12286,Zasavska,Moški,2017,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
12676,Zasavska,Moški,2018,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
12971,Zasavska,Moški,2019,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
12811,Zasavska,Moški,2020,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Zasavska,Ženske,2005,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Zasavska,Ženske,2006,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Zasavska,Ženske,2007,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Zasavska,Ženske,2008,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Zasavska,Ženske,2009,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
7869,Zasavska,Ženske,2010,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
7799,Zasavska,Ženske,2011,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
7647,Zasavska,Ženske,2012,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
7495,Zasavska,Ženske,2013,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
7351,Zasavska,Ženske,2014,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
10220,Zasavska,Ženske,2015,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
10401,Zasavska,Ženske,2016,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
10752,Zasavska,Ženske,2017,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
11098,Zasavska,Ženske,2018,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
11183,Zasavska,Ženske,2019,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
11050,Zasavska,Ženske,2020,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
27416,Posavska,Spol - SKUPAJ,2005,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
27773,Posavska,Spol - SKUPAJ,2006,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
28851,Posavska,Spol - SKUPAJ,2007,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
30036,Posavska,Spol - SKUPAJ,2008,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
29527,Posavska,Spol - SKUPAJ,2009,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
28565,Posavska,Spol - SKUPAJ,2010,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
28272,Posavska,Spol - SKUPAJ,2011,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
27830,Posavska,Spol - SKUPAJ,2012,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
27423,Posavska,Spol - SKUPAJ,2013,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
27316,Posavska,Spol - SKUPAJ,2014,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
29662,Posavska,Spol - SKUPAJ,2015,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
29828,Posavska,Spol - SKUPAJ,2016,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
30928,Posavska,Spol - SKUPAJ,2017,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
31895,Posavska,Spol - SKUPAJ,2018,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
32663,Posavska,Spol - SKUPAJ,2019,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
32147,Posavska,Spol - SKUPAJ,2020,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Posavska,Moški,2005,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Posavska,Moški,2006,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Posavska,Moški,2007,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Posavska,Moški,2008,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Posavska,Moški,2009,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
16794,Posavska,Moški,2010,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
16470,Posavska,Moški,2011,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
16271,Posavska,Moški,2012,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
15892,Posavska,Moški,2013,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
15990,Posavska,Moški,2014,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
17234,Posavska,Moški,2015,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
17121,Posavska,Moški,2016,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
17752,Posavska,Moški,2017,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
18263,Posavska,Moški,2018,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
18764,Posavska,Moški,2019,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
18261,Posavska,Moški,2020,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Posavska,Ženske,2005,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Posavska,Ženske,2006,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Posavska,Ženske,2007,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Posavska,Ženske,2008,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Posavska,Ženske,2009,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
11770,Posavska,Ženske,2010,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
11802,Posavska,Ženske,2011,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
11559,Posavska,Ženske,2012,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
11531,Posavska,Ženske,2013,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
11325,Posavska,Ženske,2014,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
12428,Posavska,Ženske,2015,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
12707,Posavska,Ženske,2016,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
13176,Posavska,Ženske,2017,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
13632,Posavska,Ženske,2018,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
13899,Posavska,Ženske,2019,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
13886,Posavska,Ženske,2020,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
58190,Jugovzhodna Slovenija,Spol - SKUPAJ,2005,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
58787,Jugovzhodna Slovenija,Spol - SKUPAJ,2006,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
61136,Jugovzhodna Slovenija,Spol - SKUPAJ,2007,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
62882,Jugovzhodna Slovenija,Spol - SKUPAJ,2008,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
61184,Jugovzhodna Slovenija,Spol - SKUPAJ,2009,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
59813,Jugovzhodna Slovenija,Spol - SKUPAJ,2010,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
58976,Jugovzhodna Slovenija,Spol - SKUPAJ,2011,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
57671,Jugovzhodna Slovenija,Spol - SKUPAJ,2012,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
56672,Jugovzhodna Slovenija,Spol - SKUPAJ,2013,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
57094,Jugovzhodna Slovenija,Spol - SKUPAJ,2014,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
57571,Jugovzhodna Slovenija,Spol - SKUPAJ,2015,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
58415,Jugovzhodna Slovenija,Spol - SKUPAJ,2016,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
61069,Jugovzhodna Slovenija,Spol - SKUPAJ,2017,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
63352,Jugovzhodna Slovenija,Spol - SKUPAJ,2018,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
64633,Jugovzhodna Slovenija,Spol - SKUPAJ,2019,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
63933,Jugovzhodna Slovenija,Spol - SKUPAJ,2020,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Jugovzhodna Slovenija,Moški,2005,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Jugovzhodna Slovenija,Moški,2006,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Jugovzhodna Slovenija,Moški,2007,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Jugovzhodna Slovenija,Moški,2008,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Jugovzhodna Slovenija,Moški,2009,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
34428,Jugovzhodna Slovenija,Moški,2010,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
33692,Jugovzhodna Slovenija,Moški,2011,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
32787,Jugovzhodna Slovenija,Moški,2012,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
32079,Jugovzhodna Slovenija,Moški,2013,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
32701,Jugovzhodna Slovenija,Moški,2014,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
32732,Jugovzhodna Slovenija,Moški,2015,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
32916,Jugovzhodna Slovenija,Moški,2016,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
34513,Jugovzhodna Slovenija,Moški,2017,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
35797,Jugovzhodna Slovenija,Moški,2018,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
36681,Jugovzhodna Slovenija,Moški,2019,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
35956,Jugovzhodna Slovenija,Moški,2020,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Jugovzhodna Slovenija,Ženske,2005,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Jugovzhodna Slovenija,Ženske,2006,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Jugovzhodna Slovenija,Ženske,2007,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Jugovzhodna Slovenija,Ženske,2008,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Jugovzhodna Slovenija,Ženske,2009,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
25385,Jugovzhodna Slovenija,Ženske,2010,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
25284,Jugovzhodna Slovenija,Ženske,2011,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
24884,Jugovzhodna Slovenija,Ženske,2012,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
24593,Jugovzhodna Slovenija,Ženske,2013,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
24393,Jugovzhodna Slovenija,Ženske,2014,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
24839,Jugovzhodna Slovenija,Ženske,2015,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
25499,Jugovzhodna Slovenija,Ženske,2016,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
26556,Jugovzhodna Slovenija,Ženske,2017,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
27556,Jugovzhodna Slovenija,Ženske,2018,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
27952,Jugovzhodna Slovenija,Ženske,2019,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
27977,Jugovzhodna Slovenija,Ženske,2020,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
21781,Primorsko-notranjska,Spol - SKUPAJ,2005,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
22202,Primorsko-notranjska,Spol - SKUPAJ,2006,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
23104,Primorsko-notranjska,Spol - SKUPAJ,2007,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
23750,Primorsko-notranjska,Spol - SKUPAJ,2008,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
23261,Primorsko-notranjska,Spol - SKUPAJ,2009,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
22603,Primorsko-notranjska,Spol - SKUPAJ,2010,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
22207,Primorsko-notranjska,Spol - SKUPAJ,2011,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
21803,Primorsko-notranjska,Spol - SKUPAJ,2012,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
21209,Primorsko-notranjska,Spol - SKUPAJ,2013,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
21367,Primorsko-notranjska,Spol - SKUPAJ,2014,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
21507,Primorsko-notranjska,Spol - SKUPAJ,2015,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
21757,Primorsko-notranjska,Spol - SKUPAJ,2016,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
22241,Primorsko-notranjska,Spol - SKUPAJ,2017,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
22965,Primorsko-notranjska,Spol - SKUPAJ,2018,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
23439,Primorsko-notranjska,Spol - SKUPAJ,2019,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
23424,Primorsko-notranjska,Spol - SKUPAJ,2020,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Primorsko-notranjska,Moški,2005,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Primorsko-notranjska,Moški,2006,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Primorsko-notranjska,Moški,2007,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Primorsko-notranjska,Moški,2008,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Primorsko-notranjska,Moški,2009,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
13051,Primorsko-notranjska,Moški,2010,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
12733,Primorsko-notranjska,Moški,2011,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
12467,Primorsko-notranjska,Moški,2012,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
12071,Primorsko-notranjska,Moški,2013,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
12272,Primorsko-notranjska,Moški,2014,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
12281,Primorsko-notranjska,Moški,2015,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
12317,Primorsko-notranjska,Moški,2016,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
12617,Primorsko-notranjska,Moški,2017,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
12984,Primorsko-notranjska,Moški,2018,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
13292,Primorsko-notranjska,Moški,2019,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
13346,Primorsko-notranjska,Moški,2020,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Primorsko-notranjska,Ženske,2005,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Primorsko-notranjska,Ženske,2006,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Primorsko-notranjska,Ženske,2007,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Primorsko-notranjska,Ženske,2008,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Primorsko-notranjska,Ženske,2009,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
9552,Primorsko-notranjska,Ženske,2010,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
9474,Primorsko-notranjska,Ženske,2011,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
9336,Primorsko-notranjska,Ženske,2012,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
9139,Primorsko-notranjska,Ženske,2013,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
9095,Primorsko-notranjska,Ženske,2014,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
9225,Primorsko-notranjska,Ženske,2015,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
9440,Primorsko-notranjska,Ženske,2016,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
9624,Primorsko-notranjska,Ženske,2017,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
9981,Primorsko-notranjska,Ženske,2018,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
10146,Primorsko-notranjska,Ženske,2019,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
10078,Primorsko-notranjska,Ženske,2020,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
386550,Zahodna Slovenija,Spol - SKUPAJ,2005,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
392087,Zahodna Slovenija,Spol - SKUPAJ,2006,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
404491,Zahodna Slovenija,Spol - SKUPAJ,2007,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
416309,Zahodna Slovenija,Spol - SKUPAJ,2008,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
410897,Zahodna Slovenija,Spol - SKUPAJ,2009,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
403509,Zahodna Slovenija,Spol - SKUPAJ,2010,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
397024,Zahodna Slovenija,Spol - SKUPAJ,2011,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
391838,Zahodna Slovenija,Spol - SKUPAJ,2012,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
384049,Zahodna Slovenija,Spol - SKUPAJ,2013,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
387359,Zahodna Slovenija,Spol - SKUPAJ,2014,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
387168,Zahodna Slovenija,Spol - SKUPAJ,2015,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
396494,Zahodna Slovenija,Spol - SKUPAJ,2016,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
410911,Zahodna Slovenija,Spol - SKUPAJ,2017,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
425093,Zahodna Slovenija,Spol - SKUPAJ,2018,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
436634,Zahodna Slovenija,Spol - SKUPAJ,2019,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
434331,Zahodna Slovenija,Spol - SKUPAJ,2020,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Zahodna Slovenija,Moški,2005,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Zahodna Slovenija,Moški,2006,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Zahodna Slovenija,Moški,2007,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Zahodna Slovenija,Moški,2008,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Zahodna Slovenija,Moški,2009,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
222414,Zahodna Slovenija,Moški,2010,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
216674,Zahodna Slovenija,Moški,2011,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
212415,Zahodna Slovenija,Moški,2012,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
206994,Zahodna Slovenija,Moški,2013,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
209545,Zahodna Slovenija,Moški,2014,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
208886,Zahodna Slovenija,Moški,2015,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
213002,Zahodna Slovenija,Moški,2016,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
221447,Zahodna Slovenija,Moški,2017,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
229827,Zahodna Slovenija,Moški,2018,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
237349,Zahodna Slovenija,Moški,2019,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
236169,Zahodna Slovenija,Moški,2020,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Zahodna Slovenija,Ženske,2005,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Zahodna Slovenija,Ženske,2006,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Zahodna Slovenija,Ženske,2007,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Zahodna Slovenija,Ženske,2008,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
"""..""",Zahodna Slovenija,Ženske,2009,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
181095,Zahodna Slovenija,Ženske,2010,2 Delovno aktivno prebivalstvo po prebivališču - SKUPAJ
